id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
11594741,1.7764306570958236e+19,0,14102312,1002,0,cf3a1767,98acf46c,50e219e0,ecad2386,7801e8d9,07d7df22,d5883cbe,a6117df6,5e9b3125,0,0,16920,320,50,1899,0,431,100077,117
40066643,1.6880701264764072e+19,0,14103020,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,dda43349,7b5c2499,6d44e29a,1,0,4687,320,50,423,2,39,100148,32
17018269,1.2193546906317769e+19,0,14102505,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eed8e244,36d749e5,1,0,15699,320,50,1722,0,35,-1,79
33491320,1.6616587496385315e+19,0,14102907,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9daf6372,d7fa671a,1,0,22738,320,50,2636,0,47,100111,70
23681933,6.40547734054561e+17,1,14102621,1002,0,89f5c4bb,99824591,50e219e0,ecad2386,7801e8d9,07d7df22,63af40af,75bb1b58,6f856677,0,0,15703,320,50,1722,0,35,-1,79
39312217,8.180067362321074e+18,0,14103015,1002,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,5264f607,4c85f556,f9ba9057,0,0,23861,320,50,2735,2,35,100148,251
19313967,6.600714619001013e+18,1,14102517,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
12133908,1.824260336864065e+19,0,14102315,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0789f66b,4557228f,1,2,6563,320,50,572,2,39,-1,32
36951137,9.7430099243248e+17,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,aa011266,5db079b5,1,2,23804,320,50,2726,3,803,-1,229
15657585,1.0148637718625591e+19,0,14102415,1005,0,1b171d6d,272c5d9d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9373a92a,68b6db2c,1,0,16263,320,50,1528,3,39,100077,23
39582068,1.3033606093789116e+19,0,14103017,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4bc15079,8a4875bd,1,0,23754,320,50,2724,0,291,-1,253
12249867,9.466819819562533e+18,0,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,47d07d96,58511fd7,779d90c2,1,0,1039,320,50,178,3,1327,100148,15
21553405,1.5041210793984946e+19,1,14102610,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d1e97de2,a0f5f879,1,0,15708,320,50,1722,0,35,100084,79
31971513,9.807591574422344e+18,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,72db9392,d6b12d2e,7abbbd5c,1,0,23144,320,50,2665,0,35,-1,221
24475348,6.179272152602123e+18,0,14102705,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,31c3649c,e35752d0,6395dac2,0,0,5299,320,50,479,3,39,100077,23
17220874,1.5981125513002232e+18,1,14102507,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,693bff3e,4ea23a13,1,0,15706,320,50,1722,0,35,-1,79
31646769,1.365367711316642e+19,1,14102819,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,be7092cb,1f883dc7,1,0,15702,320,50,1722,0,35,-1,79
28497904,4.988881284396033e+18,0,14102808,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,85eca944,8a4875bd,1,0,22680,320,50,2528,0,39,100081,221
28315943,1.1226126606970866e+19,0,14102808,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,29980d2d,eff33ff9,d8337869,5,3,21869,320,50,2524,0,35,-1,221
8803937,9.03485190774095e+18,0,14102218,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4a0ec64,d4897fef,1,0,21882,320,50,2526,0,35,100079,221
36982826,1.177298871461716e+19,0,14103005,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cc8e1acf,597f7364,1,0,23722,320,50,2716,3,47,100075,23
11116613,2.6206728239282417e+18,0,14102309,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,51047edf,6e1e2240,1,0,21409,320,50,2467,2,167,100077,23
37342954,5.608314082670335e+18,0,14103006,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c66f6e61,4ea23a13,1,0,22624,320,50,2374,3,39,-1,23
21412399,3.9041575378127524e+18,1,14102609,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5945da92,8a4875bd,1,0,19950,320,50,1800,3,167,100081,23
28371024,1.4363403078746644e+19,0,14102808,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,19e940f4,1f0bc64f,1,0,21862,320,50,2524,0,35,-1,221
36995775,1.2653449513195284e+19,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,71ac0fc5,24f6b932,1,2,23737,320,50,2676,0,299,-1,221
37257656,1.4851576667317897e+19,0,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,5072a9fb,1f0bc64f,1,0,23804,320,50,2726,3,803,-1,229
23155836,1.9205433182449871e+18,0,14102617,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a6976cea,597f7364,1,0,6563,320,50,572,2,39,-1,32
2156383,1.6120105293317192e+19,1,14102110,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,ec97b32f,23c26a86,cf19f7f7,0,0,21660,320,50,2446,3,171,100228,156
19887699,1.4539823910935532e+19,0,14102522,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b659eaad,e1eae715,1,3,21191,320,50,2424,1,161,100193,71
13791101,1.3577153268824906e+19,1,14102404,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0ceb63a2,6ae7fb43,1,0,21687,320,50,2495,2,167,-1,23
35437103,1.4704747389731283e+19,0,14102917,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,185613f8,7abbbd5c,1,0,20633,320,50,2374,3,39,-1,23
16753768,1.292633967296942e+19,1,14102501,1010,1,85f751fd,c4e18dd6,50e219e0,a4e8d9a8,7801e8d9,0f2161f8,59cdb1dc,de342bd6,f07e20f8,5,2,7698,320,50,686,3,35,100021,42
23950876,1.5175613187550165e+19,1,14102701,1002,0,85f751fd,c4e18dd6,50e219e0,27550a3c,7801e8d9,07d7df22,82024085,49515450,225ca2b0,0,0,22672,320,50,2615,0,43,100111,70
19896344,1.6146626416261566e+19,0,14102522,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,41d00483,24f6b932,1,0,17264,320,50,1872,3,39,-1,23
18952597,1.094122103284807e+19,1,14102516,1005,0,1b171d6d,272c5d9d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,36b0f428,8a4875bd,1,0,15908,320,50,1752,3,297,100081,82
6505322,1.7754831858975222e+19,0,14102210,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,9ae6c471,dc15c87e,1,2,21767,320,50,2506,0,35,100144,157
17635762,9.815782071590085e+18,1,14102509,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e35bd471,8a4875bd,1,0,19950,320,50,1800,3,167,100075,23
31363021,9.585383456238211e+18,0,14102817,1005,0,85f751fd,c4e18dd6,50e219e0,bd85c9f9,298309ba,4ce2e9fc,a99f214a,dd00c263,be87996b,1,2,377,320,50,112,3,1319,-1,15
12120021,1.7315564977076101e+19,1,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,f69fd5de,1f0bc64f,1,0,456,320,50,122,3,1327,-1,15
19601394,1.7383314915590836e+19,0,14102519,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,ea337a01,505cbb83,fa61e8fe,1,0,6993,320,50,613,2,39,100233,32
10844441,1.4531250669749504e+19,0,14102308,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,b83361b5,5faac64d,1f0bc64f,1,0,22140,320,50,2550,1,547,100130,51
21241790,6.233335431754349e+17,0,14102608,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7d7860a,0aa15e63,1,0,16208,320,50,1800,3,167,100081,23
38220020,1.7065214392393446e+18,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,83642481,1f0bc64f,1,0,23866,320,50,2736,3,33,100170,246
5997791,1.536981827749149e+19,0,14102209,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f4640d77,d4897fef,1,0,21888,320,50,2526,0,35,100075,221
13113343,6.94518607987085e+17,0,14102321,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,970608fd,70c4c58b,1f0bc64f,1,0,15701,320,50,1722,0,35,100083,79
10225988,8.638804395118301e+18,0,14102304,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,8cd70139,12708541,0eb711ec,1,0,8330,320,50,761,3,175,-1,23
32197394,1.7702351656925358e+19,0,14102822,1002,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,bbf1d546,17ed97a7,08ac11ab,0,0,15705,320,50,1722,0,35,-1,79
19392584,1.3173927130665935e+19,0,14102518,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c75aa6e4,9f8d0424,1,0,20392,320,50,2340,3,1065,100111,159
33292186,1.4063445392767073e+18,0,14102906,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,8f6dfe35,04b6bc76,0dedddc5,5,0,23552,320,50,2699,0,163,-1,212
27794982,1.7517642804386533e+19,1,14102805,1005,0,85f751fd,c4e18dd6,50e219e0,c42a073f,99b4c806,0f2161f8,2d359d59,796c57b7,fbc27727,1,0,20093,300,250,2295,2,35,100075,23
4345320,1.7007190444275618e+19,0,14102202,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,22acb46c,bfa15b14,1,0,19771,320,50,2227,0,679,100079,48
28879139,8.20687353139187e+18,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,0fadf2b5,aa35da31,1,0,23144,320,50,2665,0,34,100205,221
30902751,1.5704244733682088e+19,0,14102816,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7a457d5,2891f384,1,0,23371,320,50,2680,3,815,100155,42
16131468,1.1051768823859786e+19,1,14102417,1005,0,85f751fd,c4e18dd6,50e219e0,467930e2,d9b5648e,0f2161f8,a99f214a,fb7a7d42,aad45b01,1,0,20980,320,50,2371,0,551,100217,46
20471309,1.8382204665748683e+19,1,14102604,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7c64585e,1ccc7835,1,0,15707,320,50,1722,0,35,-1,79
16184898,1.4443262014923313e+19,0,14102417,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0fa2d2bc,d787e91b,1,0,16615,320,50,1863,3,39,-1,23
13925085,1.0678772950415802e+19,0,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,a6953675,744ae245,1,0,452,320,50,122,3,1327,-1,15
9725780,1.8299886787937362e+19,0,14102302,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32803db9,83ed0b87,1,0,14265,320,50,1526,2,169,100111,35
12480591,1.4686909409958218e+19,1,14102317,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7ca52bed,4ea23a13,1,0,21731,320,50,2502,0,39,-1,221
13493417,7.460207539681245e+18,0,14102401,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ea3635a0,4ea23a13,1,0,18092,320,50,2060,3,39,-1,23
37459876,1.7069973221746192e+19,0,14103007,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,3dcca319,d4897fef,1,0,23161,320,50,2667,0,35,-1,221
13528390,1.2754767327555148e+19,0,14102402,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,a6c11f2e,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
5620433,1.4657261376233763e+19,0,14102208,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,90c6317d,be87996b,1,2,21769,320,50,2507,0,35,100176,157
1477870,1.3387457810757171e+19,1,14102107,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,77f11de7,bd1e9791,1,0,20634,320,50,2374,3,39,100119,23
19032893,1.7289612253109627e+19,1,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,31d6cf83,1c0467d6,d42e625d,1,0,20633,320,50,2374,3,39,-1,23
24767439,1.818322884549023e+19,0,14102707,1005,0,2f19f7f2,7cfb8bd7,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d08ebcb6,be74e6fe,1,0,17239,320,50,1973,3,39,-1,23
30794201,9.318504638316384e+18,0,14102815,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,98478459,da33cc12,1,2,23430,320,50,2683,1,163,-1,212
40217016,5.979937174375764e+18,0,14103021,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7080e496,7abbbd5c,1,0,22832,320,50,2647,2,39,100148,23
4445529,1.4983421242899847e+19,0,14102203,1005,1,ba9aee1b,9eaf88fa,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fd911f6b,1f0bc64f,1,0,17894,320,50,2039,2,39,100077,32
13774169,1.1822017306268017e+19,0,14102404,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a8a1494,1f0bc64f,1,0,19950,320,50,1800,3,167,100077,23
17526164,1.632135324341335e+19,0,14102509,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9d834082,2692a96a,1,3,21189,320,50,2424,1,161,100193,71
21413354,3.982182294165334e+18,0,14102609,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,625494b3,239543e1,1,0,22322,320,50,2576,1,161,100189,71
1374196,5.765442936589313e+18,0,14102106,1002,0,447c7b07,01b51870,50e219e0,ecad2386,7801e8d9,07d7df22,07c126c1,b0f81b1e,5c9b9bba,0,0,19665,320,50,2253,2,303,-1,52
28730861,1.7322162385997158e+19,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,5f0f9ef3,24f6b932,1,0,23144,320,50,2665,0,34,-1,221
258978,1.0197573347912227e+19,0,14102102,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dd847bc0,570d21dc,1,0,21647,320,50,2487,1,547,-1,51
38570590,8.341104571646545e+18,1,14103012,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f7c824f8,1aa0e912,1,0,22676,320,50,2616,0,35,-1,51
19021316,1.6372433829902604e+19,0,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,541fb279,2692a96a,1,3,21189,320,50,2424,1,161,100189,71
1484319,1.3902691473824774e+19,0,14102107,1005,0,9a28a858,64778742,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4a0b16bd,ecb851b2,1,0,20018,300,250,2286,3,39,100076,23
4823335,1.4702844635559934e+19,0,14102205,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,ecb46c60,cad4c01d,1,0,9248,320,50,768,3,175,100155,42
2495261,1.425942803272585e+19,0,14102112,1002,0,85f751fd,c4e18dd6,50e219e0,c0a736f4,7801e8d9,07d7df22,738561aa,d6d07867,373ecbe6,0,0,21715,320,50,2500,2,34,-1,90
10077689,1.6265423878428428e+19,0,14102304,1005,0,9ee9dd00,759d1c56,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,706f6b16,eec78f77,1,0,20362,320,50,2333,0,39,-1,157
28990639,1.4853347045772544e+19,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,20308389,7ac6007f,1,2,23144,320,50,2665,0,35,-1,221
9480940,1.3860796426139744e+19,0,14102300,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,74cd89b8,8a4875bd,1,0,21875,320,50,2526,0,35,100081,221
28344456,1.2851411134403615e+19,0,14102808,1005,0,85f751fd,c4e18dd6,50e219e0,c1304ee9,7801e8d9,0f2161f8,4bd8de67,37b3fd2c,5096d134,1,0,21869,320,50,2524,0,35,-1,221
31764006,6.733802577437575e+18,0,14102819,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ea5a24ca,8b1aa260,1,0,22813,320,50,2647,2,35,100148,23
38549022,6.902181392037724e+18,0,14103012,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,8ed54d6f,609e0b82,1,2,4687,320,50,423,2,39,100148,32
1291571,1.6668497673766056e+19,0,14102106,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ea4ee7fe,04f5b394,1,0,19251,320,50,2201,3,35,100148,43
24099438,1.1472998938386006e+19,0,14102703,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,9bbdb88c,1,0,22267,320,50,2566,3,47,100156,42
4161041,1.8159671663295107e+19,1,14102200,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,052e22b0,4ea23a13,1,0,19016,300,250,2162,2,39,100172,33
39476598,4.2303719096699387e+18,0,14103016,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,7b71b81d,1f0bc64f,1,3,23224,320,50,2676,0,299,100177,221
17006372,1.0496632972669422e+19,0,14102505,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b758648,c144e605,1,0,15699,320,50,1722,0,35,100084,79
27053108,2.9317651532198277e+18,0,14102723,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,387fdb94,6569eeb3,1,0,15699,320,50,1722,0,35,-1,79
39658012,3.518986055586589e+18,0,14103017,1005,0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,610204e3,be6db1d7,1,0,23438,320,50,2684,2,1327,-1,52
24744054,1.5797914876637213e+19,0,14102707,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1017c1eb,684581ce,1,0,20215,320,50,2316,0,167,-1,16
8566401,6.307650746427799e+18,0,14102217,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ba1e26b7,a0f5f879,1,0,15706,320,50,1722,0,35,-1,79
28092016,1.0645274280808333e+19,0,14102807,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,995b4b78,8a4875bd,1,0,22683,320,50,2528,0,39,100075,221
35701276,1.2401767249518093e+18,1,14102919,1005,0,31c7d7ab,786f8ba6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67fe0523,8a4875bd,1,0,20215,320,50,2316,0,167,100081,16
7652658,1.6072948089062676e+19,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,6df8cd55,2d7a20eb,dd701fcb,1,0,21772,300,50,2507,0,35,-1,157
13705076,3.0897960961948104e+18,0,14102403,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,289679d5,0eb711ec,1,0,22263,320,50,2523,3,39,100084,221
15973486,1.7324534274200502e+19,0,14102416,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4abd6357,7abbbd5c,1,0,22288,320,50,2572,3,297,100155,42
17399742,3.5574711977301837e+18,0,14102508,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,2b168653,0db104bb,33c9c797,1,3,375,320,50,112,3,1319,-1,15
27541349,5.986262956282953e+18,1,14102803,1005,0,85f751fd,c4e18dd6,50e219e0,c566067f,ae637522,cef3e649,a99f214a,ad14738f,1277f67f,1,2,22686,320,50,2620,0,295,100111,204
4318825,1.2752131047083049e+19,0,14102202,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a97f3d72,711ee120,1,0,21758,320,50,2502,0,35,100083,221
26928820,1.3640492092607705e+19,0,14102722,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,fc1b46f3,6b9769f2,13736a27,4,3,15701,320,50,1722,0,35,-1,79
30269556,1.57268566947129e+19,0,14102814,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,05684cab,6afc734f,1,0,22682,320,50,2528,0,39,-1,221
22418698,9.926843206919868e+18,0,14102613,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0a0492a7,3fecb32a,1,0,19771,320,50,2227,0,935,100075,48
6678767,7.726323016710017e+18,0,14102210,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7a05c4f5,7abbbd5c,1,0,18093,320,50,2060,3,39,-1,23
26055832,4.726765431526892e+18,0,14102716,1005,1,80c7456b,7f1924b7,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,42929ebd,d787e91b,1,0,9461,320,50,901,3,1315,100190,61
34395569,9.303699426395623e+18,1,14102911,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d3d43986,0fadd2fe,1,0,17753,320,50,1993,2,1063,-1,33
17955310,4.877876920435901e+18,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,e8074b91,d25693ce,1,0,15706,320,50,1722,0,35,-1,79
17768950,5.342753068498351e+18,0,14102510,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,a194cefc,817eb0a3,f07e20f8,4,2,15699,320,50,1722,0,35,-1,79
33978406,6.583015507929966e+18,0,14102909,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b6e29764,daa861e9,1,0,20251,320,50,2323,0,687,100081,48
19640659,6.101072834204721e+18,0,14102519,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,a589c788,c1563dce,ecb851b2,1,0,19950,320,50,1800,3,167,100074,23
35546773,9.58013603297623e+18,0,14102917,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d1f715f0,9dcb1cd1,1,0,19771,320,50,2227,0,935,100075,48
38941743,1.6137535825219766e+19,0,14103014,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,8e8d24fc,dc31133e,1,2,23866,320,50,2736,0,33,100171,246
22506341,1.6157646177285413e+19,0,14102614,1002,0,5daed544,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,30ccdfe7,c4c15a7d,8c1d5afd,0,0,5299,320,50,479,3,39,100081,23
1110591,4.839428925407494e+18,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,2230f7b9,78a40fc3,260bcecc,1,0,21647,320,50,2487,1,547,-1,51
36606814,9.739344378275226e+18,0,14103003,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,25656724,b66b1d85,1,0,22680,320,50,2528,0,167,-1,221
27164500,8.351667476488222e+18,0,14102800,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6893a821,1f0bc64f,1,0,15706,320,50,1722,0,35,-1,79
31280940,4.72760904030258e+18,0,14102817,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fadf993c,03683bd4,1,0,23368,320,50,2680,3,815,100156,42
30331728,1.839859369705049e+19,0,14102814,1005,0,1d8321a3,31eace6b,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,82628a01,a0f5f879,1,0,23441,320,50,2685,1,33,-1,212
26625717,1.8031113367912854e+19,1,14102719,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f391d210,1f0bc64f,1,0,17037,320,50,1934,2,39,-1,16
36329583,1.5844931807921132e+19,0,14103001,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,09335bee,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
39494932,5.673055754224009e+18,1,14103016,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d9681522,76dc4769,1,0,8330,320,50,761,3,175,100079,23
30583985,1.3568871424621169e+19,0,14102815,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,d90a7774,03683bd4,1,0,9248,320,50,768,3,175,100156,42
29085585,4.364984898763612e+18,1,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,54f9a3a3,2347f47a,0f2161f8,a99f214a,713ade7d,d6e0e6ff,1,0,23143,320,50,2665,0,35,-1,221
22458555,1.2779499852599702e+19,0,14102614,1010,1,85f751fd,c4e18dd6,50e219e0,bfaa3df1,7801e8d9,0f2161f8,75412f3f,b24a447b,41c87f95,4,2,19775,320,50,2229,0,687,100031,48
16007160,2.941777723340877e+17,0,14102416,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,1f0bc64f,1,0,15701,320,50,1722,0,35,-1,79
37862289,5.880838897600977e+18,0,14103009,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0b588424,8a4875bd,1,0,20005,320,50,2283,0,163,100076,95
